"BIN Master Name","BIN Master Id","Area","Floor","BIN Type","Max Quantity","Stock","Type","Dynamic_Flag","Hazardous_Flag","Division","Material Name","Remarks"
"1006-0157","1-TM-BIN_MASTER-188","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0171","1-TM-BIN_MASTER-189","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0173","1-TM-BIN_MASTER-190","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0175","1-TM-BIN_MASTER-191","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0177","1-TM-BIN_MASTER-192","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0191","1-TM-BIN_MASTER-193","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0193","1-TM-BIN_MASTER-194","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0195","1-TM-BIN_MASTER-195","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0197","1-TM-BIN_MASTER-196","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0200","1-TM-BIN_MASTER-197","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0211","1-TM-BIN_MASTER-198","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0213","1-TM-BIN_MASTER-199","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0215","1-TM-BIN_MASTER-200","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0217","1-TM-BIN_MASTER-201","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0231","1-TM-BIN_MASTER-202","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0233","1-TM-BIN_MASTER-203","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0235","1-TM-BIN_MASTER-204","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0237","1-TM-BIN_MASTER-205","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0251","1-TM-BIN_MASTER-206","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0253","1-TM-BIN_MASTER-207","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0255","1-TM-BIN_MASTER-208","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
"1006-0257","1-TM-BIN_MASTER-209","Spare Parts","Ground","Medium","999999","99999","Generic","","","1-J30J21"
